id,text,label
783,"‼️ Онлайн конвертация для нерезидентов от Ravnaq Bank

Я писала как легко открыть карту в Узбекистане. И о том, что онлайн конвертации для нерезидентов у крупных банков нет. 

Но эта функция оказалась у Ravnaq банк и разработали они ее давно. Работает она только с Тинькофф, на данный момент. 

Что нужно сделать? 

🔺 Необходимо как и везде - лично прийти в банк, чтобы открыть пластиковую карту Visa/MasterCard и скачать приложение RBK Mobile.
🔺 В приложении откройте виртуальную карту Humo и в приложении Tinkoff сделайте перевод на карту Humo, выбрав из списка Ravnaq Bank;
🔺  На странице виртуальной карты Humo нажмите на кнопку «Конвертация». Выберите карту и нужную сумму и конвертируйте на Visa/MasterCard;
🔺 Чтобы открыть счёт и вывести деньги - в меню нужно выбрать вкладку «Счета» и открыть в валюте на выбор - UZS, RUB, USD, EUR, далее совершить перевод по номеру счета через приложение своего банка на счёт в приложении RBK Mobile.",1
798,"спасибо!

А быстрый вопрос - Тинькофф там свою дикую комиссию не включает , как с переводами на Зол Корону?",0
810,"Привет, не знаете, можно ли где-то взять монитор напрокат?",1
824,"А есть кто хотел бы собраться где нибудь посидеть, пообщаться (можно и про IT), познакомиться?

Я если что, занимаюсь фронтендом 🙂",1
830,"Коллеги, посоветуете какой-то сервис которым можно отправить вещи из РФ в Ташкент? Все детские книги и игрушки с собой взять на получается :-)",1
834,Откуда именно из РФ?,0
836,А что там по цене у них? За кг берут или за объём?,1
853,Ребят а МятА это получается сеть заведений ?,0
909,В гутен неплохо это на мукими?,0
947,Пробовали Частную Пивоварню? Или про ебеня как раз про неё говорите?,0
951,"Предлагаю выбрать день на следующей неделе, чтобы понять когда нужно решить с местом.
Может голосование?)",0
954,Можно посмотреть ТЗ вашего party?😉,0
956,Может в закреп?),0
1030,"Подскажите, пожалуйста, как там скайп сейчас работает? Есть проблемы или уже нет?",1
1048,Для ИП нужен расчётный счёт или хватит обычного для физлица?,1
1054,Почему все бухгалтера предлагают открыть ООО?,0
1074,"слушайте, ну посольку тут IT чатик, то кажется самым верным вариантом надо идти под крыло IT Park.
или я чего-то не понимаю?",0
1097,а какова вероятность что примут в парк ООО с 1 человеком на борту?,0
1126,"Добрый день!
Ребята, может кто сталкивался. Есть подписка на vpn CyberGhoct при использовании вообще блокирует интернет местный. Может кто сталкивался как решить проблему с vpn ?",1
1152,"Всем привет!
Есть ли у кого-нибудь опыт использования роутеров а-ля MikroTik LtAP mini LTE kit в Узбекситане?
Это роутер на две симки, который позволяет подключаться к LTE/3g и раздает Wi-Fi.
В РФ он у меня в рюкзаке постоянно с собой, очень часто выручает.",1
1153,а каких проблем ожидаете с ним?,0
1185,"Привет!
Сейчас с ПЦР можно заехать?",1
1187,"Спасибо!
Он обязателен?",0
1189,Московский qr код подойдет?,0
1228,"13-14 мая планирую быть в Ташкенте, никто экскурсию по IT парку не устроит?",0
1243,"Ну, вдруг кто то хочет похвалиться как устроился? Готов посмотреть 🙂 1С, PHP, Golang - это мои компетенции.",0
1259,"привет, Нина! Собираешься в Узбекистан? 😊",0
1269,"Всем, привет. Не возникает ли проблем в Узбекистане с подключением vpn через Cisco AnyConnect Client?",1
1271,А есть нормативные (конкретные) документы по вашему изъяснению? Заранее благодарю!,0
1276,"Ребята, кто знает где валюту можно снять с белорусской визы?",1
1280,а что сказали?,0
1294,IT Visa?,0
1297,"если доход ниже, то не дадут эту визу?",0
1305,Что значит легализоваться?,0
1323,а долго оформление занимает?,0
1327,вы планируете становиться налоговым резидентом РУз? (нужно быть в РУз более 183 дней в году),0
1344,"Что такое туристическая регистрация?
Если человек регистрируется в отеле, это не считается временной регистрацией?",0
1348,а работадатель вам готов в РУз платить?,0
1384,"Просто я вообще не верю в идею ""Получай деньги на счёт в Узбекистане и платить налоги не надо так как ты резидент России."". А как мне в России тогда платить? Как то нужно УСН тогда платить от ИП 6% или это уже НДФЛ физлица 13% ? Но не верю что и в РФ ничего не надо платить 🙂",0
1398,А кто за меня заплатит 12% и почему 12?,0
1404,"Вы же понимаете, что тут не группа ИТ-Парка и задают вопросы про ИП и Самозанятых люди которые не планируют в ИТ-Парк, так как ИТ-Парк не работает с ИП и самозанятыми? 🙂 
Буду добавлять смайлики.
Кстати, тут много раз спрашивали, кто то попал в ИТ-Парк или нет, но так ниодного ответа и небыло",0
1411,"Как идентифицируется самозанятый? Если он получает зп одинаковыми платежами каждый месяц, то это уже не то же",0
1414,"Юрий, добрый день. А зачем справка из ФНС чтобы 7.5 платить НДФЛ за сотрудника русского тут?",0
1434,А для чего ссылки то удалили?,0
1460,Нужно ли разрешение на въезд от одного из родителей для несовершеннолетних детей?,1
1473,Справки о прививках? Или ещё какие-то могут понадобиться?,1
1480,"всем здравствуйте, коллеги, кто знает среднюю зп в Узбекистане на системного администратора?",1
1530,"IT Market, это же канал куда собираются вакансии и резюмешки ИТ-Парка кажется?",0
1557,"а есть мысли почему Виза выпущенная в Апельсине появилась сразу в приложении Капитала, а Мастеркард уже неделю как не хочет?",0
1569,"Всем доброго вечера. Если кто то в теме, есть в Узбекситане VPS/VDS хостинг 5 GHz?",1
1574,"Всем привет, в Узбекистане dns от гугла не работает? Не работает корпоративный впн тут, в России все отлично 👀",1
1589,А зачем удалил?,0
1604,В своем центре или на базе чьего-нибудь?,0
1618,У кого-нибудь были сложности с отправкой денег от работодателя из Европы из-за вашего гражданства РФ? Есть какие-то советы как избежать пристального внимания compliance проверки?,1
1623,"Спасибо за развёрнутый ответ.
Про паспорт: где можно быстро сделать?",1
1625,"Да это все понятно.
Но большинство фрилансеров, релоцировавшихся в Таш, как-то же решают для себя эту проблему?",0
1628,"Вы под санкциями или миллионы $ собираетесь получать?
Если нет, то скорее всего проблем не будет)
Мне Apple без пробоем на узбекский счёт деньги прислала",0
1640,"Господа, может я пропустил, что в итоге, есть время и место встречи?)",0
1664,"Олег, а что у вас?",0
1681,"Добрый день. Нужны блокчейн/solidity/rust разработчики. Можете кого посоветовать, кто в Ташкенте?",1
1685,Как на счёт сделать интенсив по солидити?,0
1693,А какая тема?,0
1696,А где будет?,0
1699,Это разовая акция? Просто я завтра не смогу но в след раз с радостью,0
1704,а вы точно собираетесь?,0
1712,"Там только айтишники будут, может из другой отрасли тоже примите?",0
1715,А из какой из другой?),0
1719,Олдов тоже берете?,0
1764,"Доброго дня всем. У меня такой нескромный вопрос. Мне требуется помощник чтоб делегировать часть задач по текущему проекту и освободить время для работы над другим проектом. Нашел человека по рекомендации, без существенного опыта, но готового обучаться. Допустим этот человек живёт в Москве. Какую оплату за час предложить, чтоб было адекватно текущему рынку? Стек PHP/Js/MySQL.",0
1767,Текущему рынку в Ташкенте или в Москве?,0
1769,"Почему пользователь @Nurmuxammadaka не может присоеденился к этой группе, вопрос админам?",0
1782,Кто-нибудь в курсе какая зарплатная вилка у Java разрабов уровня middle в Ташкенте? На что стоит ориентироваться?,1
1787,Это на миддле?),0
1803,"Здравствуйте. Подскажите, может есть кто из присутствующих кто столкнулся с проблемами подключения впн и прокси? Может кто-то может помочь мне?",1
1813,"А на рабочем vpn сервере никаких ограничений по странам нет? Может ваши ITшники не принимают ip адреса из Узбекистана.

Чтобы вам помочь нужны детали. Со слов понять очень сложно. Вариантов может быть очень много.",0
1817,Привет! Когда и где?,1
1827,"а египетский опыт перенимать пробовали? правда я сам не пробовал, мне такое сложно :D",0
1831,"Всем привет. Подскажите, пожалуйста, какая вилка зарплат у middle frontend в Узбекистане?🙂",1
1833,"А можно узнать детали, что пробовал?",0
1837,А без впн?,0
1843,А OpenVPN пропускает?,0
1846,"А пробовал кто-нибудь ShadowSocks? Говорят, даже китайский файрвол прошивает, а DPI вообще не по зубам",1
1849,"А это ещё актуальн? Это сегодня, получается?",0
1852,А чё где? Я бы приехал,0
1875,"Ребят привет. Завтра нет у кого желания скататься утром на пол дня в Grace garden ? На такси 30 мин 25000 сум, тапчан 100000 сум целый день, не знаю только как он выглядит. Взять топчан у басика повалятся , по желанию можно и ноут взять и поработать )
Если что пишите.",1
1891,топчан это лежак?,0
1932,Где посмотреть список ИТ митапов и мероприятий? Где обычно проходят? Какие площадки и формат?,1
1935,"А как насчёт площадок, может у какой то ИТ-компании есть конференц зал или какие то организации предоставляют недорого или за движение?",1
1985,"А в Аструме не были? Они чуть далековато, но там классно, и могу поговорить с владельцем о цене (вплоть до бесплатно он предлагал, если интересное что). Плюс университеты - Инха, Амити.  Если что то совпадающее с нашим стеком, или общее, можно у нас. Там точно бесплатно будет :-)",1
1991,"ИТ-Парк это прекрасно. Однако должна быть жизнь и без ИТ-Парка. 
Любая компания с минимальным стратегом в руководстве задаст себе вопрос, а что будет если ИТ-Парк изменит условия. А откуда мы будем брать сотрудников? Какой у них опыт? Часто в ""ИТ-Парках"" сидят уже серьёзные компании, которым нужны опытные. А где взять опыт? В России много маленьких компаний, которые берут студентов и джунов, обучают их и дают опыт, через несколько лет они идут дальше или развиваются внутри компании. Такие компании обычно не нужны ИТ-Парку. Вот тут получается вакуум, который мне пока не понятен. 
Я как сотрудник, задаю себе вопрос, а что будет если мне не понравится у резидентов ИТ-Парка. Где я буду работать? Смогу ли открыть свою компанию или работать удалённо? С кем я буду общаться и кто будет работать со мной? 
Думаю, у каждого разработчика из РФ есть друзья фрилансеры и прочие диссиденты или дивергенты. Которые ушли из компаний и открыли свои компании или стали работать на международном фрилансе/контракте. 

В результате, большое комьюнити и множество маленьких компаний развивают специалистов, которые будут интересны крупняку в ИТ-Парке.",1
2004,Как прошёл митап?,0
2008,"👀 Looking for amazing speakers for the upcoming Spring Fest event series!

🤔 Are you willing to share your knowledge and join the global community? 

✅ If yes, then we are searching for you!

You will have an amazing opportunity to stand along with the best developers from Centeal Asia and specialists from all over the world!

🙌 Apply to become a speaker at one of the following events in the framework of the Spring Fest:

- Web Dev Meetup
- Flutter Festival Tashkent
- Women Techmakers Tashkent 
- Google I/O Extended Tashkent

Spring Fest event series will be held in May!

🖇 Fill the following form to apply: 

Share your knowledge and grow with GDG Tashkent!
 
@gdgtashkent",0
2039,кстать можешь краткое резюме расписать про жизнь тут?,0
2043,"вы написали ""дождиТЕСЬ"". про повелительное наклонение рассказывать? ))",0
2079,я тоже в частном доме. а зачем вам больше скорость? много данных перекидываете?,0
2086,а у вас частный дом свой или снимаете?,0
2097,"а что за группа? дайте ссылку, пжлс",0
2107,а долго вообще поиски съемной квартиры в Ташкенте занимают?,0
2164,"У меня, к Вам вопрос. Подскажите пожалуйста, имеют ли граждане России право, работать в Узбекистане?",0
2177,А зачем внж тут вообще нужно?,0
2208,почему оффтоп? Релокация (переезд) это тема этой группы,0
2251,"На счет оплаты, видел как в магазине через payme с телефона сразу через какой-то штрих код платил, так везде в супермаркетах можно? или в избранных?",1
2257,Кто-нибудь изучает узбекский язык?,0
2263,а как правильно называется приложение?),0
2283,ониксе это название такой работы?,0
2290,"А может лучше сразу в США, пока молодые? Визы россиянам дают.",0
2361,или работа до 3?),0
2459,Самаркандский?,0
2463,"Были ли случаи, когда вам понадобились бы знания узбекского языка?",0
2467,Черешня 120 за кг норм?,0
2477,Вы в хумо отеле живете?,0
2490,только с корзинкой рабоатет? или с другими магазинами тоже?,0
2523,"Я тоже много слышал об этом
Чунтак палов называется да?",0
2526,Как мы дошли до плова и тут? :),0
2547,а какие есть достойные альтернативы?,0
2585,"Всем привет. Кто как решил вопрос с медицинской страховкой? 

Кажется, что если живешь больше двух месяцев покупать русскую туристическую не самый правильный вариант",1
2631,А что по алиэкспресу в Ташкенте?,0
2672,Может тогда нужно делать агрегатор прямо в телеге? 😀,0
2676,"Зачем? Телега сломается, Узбекистан вымрет.",0
2680,👋 как быстро доходят посылки?,0
2722,"подскажите, а на 1000 долларов можно прожить одному человеку (включая сюда и аренду квартиры и коммуналку)?",1
2777,"помню раньше за всем ездили на урикзор, а сейчас где закупаться?",0
2802,"это разве сеть? я думала, это просто любое заведение, где готовят блюда национальной кухни",0
2818,А кто эту готовку делает? Это же я и стоимость часа тоже моя.,0
2821,По 25$/за час считаете?)),0
2833,Где у нас можно футбол посмотреть ночью? В каких пабах/кафешках,1
2842,Можете у потомственных релокантах тоже взять интервью? 😇,0
2850,"Кстати, я ведь так понимаю, кроме уз мобайл тут ничего путного для нерезидентов нет?",0
2872,Это как? Типа прадед приехал в Узбекистан когда-то?),0
2886,нет. почему это запрещено?,0
2893,"а что, другое гражданство тоже разрешили?",0
2898,Т.е. беспокоиться не о чем?,0
2904,"АйТи парк работает сегодня, кто знает?",1
2916,"Добрый день. Нужно распечатать документы. Работают ли сегодня какие-либо конторы, которые помогут это сделать?",1
2936,А кто организовывает встречи?,0
2967,"Отдельная группа получается создаётся, да?",0
2995,как удобнее всего пополнить карту Йпак Юли Банка с российской карты? через золотую корону? или ещё есть какие-то способы?,1
3073,"Ребята у вас кроме еды и.т.д другие заботы есть? :) 

Кунг-фу панда отдыхает уже 😁",1
3075,О чем ещё можно разговаривать в Ташкенте?,0
3081,Можно еще о рыбалке . Есть среди Коллег рыбаки ?,0
3092,Ракушки видел в горах?,0
3112,Ну почему же ?,0
3134,"Коллеги , а Вы все с других регионов или Государств ?\",0
3141,"Максим , такой вопрос , а чем загвоздка , ежели работать из РФ или других ?",0
3162,кто хочет на самаркандский плов к 12?,0
3220,"У кого-то получается использовать PayPal? Из РФ он ушел, а в Узбекистан никогда не приходил. Привязать узбекские карты у меня не выходит",0
3241,"Здравствуйте! Здесь есть владельцы IT академий?
Есть интересное предложение",0
3250,Добрый день! Представляете в каком плане?,1
3265,"Ребят, где можно купить криптовалюту в Ташкенте? Могу поменять свои доллары 1 к 1 на ваши usdt",1
3280,"Ребят, подскажите, мне работодатель говорит, что ""через 183 дня, не считая дня пересечения границы РФ, человек становится не резидентом РФ, а это значит самостоятельная уплата налога в той стране, резидентом, которой будет он  являться."" Это означает. что через 183 дня мне надо открывать ИП в Узбекистане и платить налоги на месте?",0
3293,да? а меня потом не посадят на 30 лет в узбекскую тюрьму?,0
3298,а почему через 3 месяца? 183 дня ведь,0
3299,а он платит какие-то налоги в Черногории?,0
3303,"то есть, вы никаких налогов платить в Узбекистане не планируете? )",0
3312,5 000 000 чего? сум?,0
3322,А куда ещё получать? 🙂,0
3357,Расходы со счета ип на личные нужды по бух учету никак не проходят разве? Тип это расходы по операционной деятельности были за них отчитываться разве не нужно?,0
3363,Вы с какого региона?,0
3410,"Столкнулся с проблемой связанной с симкартой, я по прилету оформил туристический тариф в мобиуз который, как оказалось, действует всего 90 дней. В техподдержке сказали что без внж нормальную не туристическую симку нельзя оформить. К телефону привязан как минимум аккаунт в банке. Кто нибудь сталкивался с такой проблемой? Можете проконсультировать, уточнить?",1
3422,"С регистрацией на полгода оформленной через арендодателя можно норм симку оформить? И как быть с имей, заново идти привязывать номер телефона новый?",1
3441,Какой оператор лучший в ташкенте? Желательно чтобы есим поддерживал,0
3450,так а что надо делать чтобы избежат штрафа?,0
3472,двойной впн?,0
3476,А где сервак?,0
3481,Ты не родственник местных властей?😂,0
3485,Аче пачиму? Что так строго тут?,0
3503,Так что получается фриланс накрылся?,0
3530,"Да, кстати тут поднимали недавно вопрос, как провести митап у вас? Что то проф мероприятий согласно тг каналу не густо.",0
3539,Не тормозит?,0
3578,Где такое достать?),0
3594,Геймдев тут есть?),0
3605,а что тридэшите? покажите?,0
3606,"Угу, прям сюда, или в ЛС лучше? Чтоб не ругались из-за спама",0
3614,дока 2 - ваше?,0
3652,"У меня по профилю вопрос. Расскажите, как в игровой сфере обстоит дело с бизнес-анализом? Он вообще есть там?",0
3660,ты про ссылку выше? 😂😂😂,0
3676,в чем именно рано?,0
3698,Получается бизнес анализ это вообще не из айти?,0
3709,а кроме Саркора есть варианты?,0
3746,А разница в частотах или мощности излучения?,0
3760,А эт где такой чудо район?,0
3763,Небось у Нукусской?,0
3779,"Расскажите - что такое ""кабель ютипихой""?",0
3782,Сколько такое удовольствие стоит? Чтобы хотя бы сориентироваться 🤔,1
3790,То есть я звоню в провайдер и прошу прислать мне монтера? Но только чтобы он в другой дом пришел... Это так работает?,0
3803,"с каких пор обжать 8 жил проблема? 😳
вернее, это до сих пор проблема тут?",0
3845,Надежда? Кхм извиняюсь 🤭,0
3862,Прямо на свиче сидите чтоли?😳,0
3873,ну домой к вам оптоволокно приходит или UTP?,0
3909,Вопрос к знатокам - какова желательная температура роутера? хуавей gpon в данном случае,0
3943,"Что за модем, какое подключение? +50 не такая большая температура.",0
3981,В целой компании не нашли человека говорящего по русски?,0
4005,В какой чужой?,0
4007,вы купили квартиру без языка и первый раз столкнулись с человеком без русского только на подключении интренета?,0
4032,"Интересно, если бы человек переехал в США или Германию, он бы там тоже возмущался, что монтажник интернета не говорит по-русски?",0
4072,"Опять начинается. Вам вроде объяснили, что в Узбекистане официальный язык все еще узбекский?",0
4084,На каком языке?,0
4097,"Всем привет. А если пожить в Узбекистане 95 дней по временной регистрации в съемной квартире и на недельку съездить в другую страну, то потом впустят обратно в Узбекистан?",1
4099,"А таможне приходилось что-то объяснять? Я так понимаю безвизовый лимит для граждан РФ это 90 дней за период в 180 дней. То есть таможенник посмотрит на штампы в паспорте и скажет, что лимит достигнут.

Если у тебя временная регистрация, то можно жить, пока она действует. Но при выезде за границу временная регистрация автоматически расторгается",1
4125,"Или вы компанию имеете ввиду, а не базар?",0
4169,"Всем привет. Арендодатель сказал, что для регистрации в налоговой нужна флэшка для ЭЦП. Обычная флэшка подойдёт же для этих целей?",1
4179,На Московскую зарплату?),0
4185,Всем привет. Есть желающие отметить окончание рабочей недели?,1
4198,а на русском языке уже не котируются резюме?,0
4222,Таки правда? Больше 2 месяцев не бывает задержки?,0
4230,"Ребят, а сбор-то сегодня где-то будет? Про бар какой-то разговаривали…",1
4245,"Блин, от метро-то как далеко. А как там всетретимся? А то у меня сотовый в ремонте…",0
4264,"А может кто-нибудь знает, где здесь можно гитару найти напрокат? Или просто приехать поиграть? Своя дома осталась. А руки чушутся и голос рвется. Особенно по пятницам. =)))",1
4279,"Интересно, есть коворкинг?",0
4284,"Ребят, а есть кто из нас команды по разработке мобильных приложений?",1
4285,В Самарканде было что-то с айти? Это что за место?,0
4292,нормальные или nft?,0
4296,Самарканд?,0
4300,друх пора уже обновиться с каталины или эйр не дает?,0
4303,Дрочильни?)),0
4314,это заказная разработка или везде просто разные издатели?,0
4315,это где?,0
4319,А на чем пишете?,0
4335,а что за темы? где можно почитать?,1
4352,А где митап и когда?,0
4414,"Есть кто в велосипедах разбирается? Хочу купить завтра. Вес сбрасывать) вопрос - что лучше, алюминий или сталь? Для рамы",1
4422,"о, как раз вопрос по теме для ИТ канала, где тут кроксы продаются?))",0
4423,"Да пох на цену, вы сказали, что бургер вкуснее самсы
Я с этого в легком шоке прибываю)
Вы же такую самсу кушали, верно?",0
4434,"И что, бургер рили вам больше зашел? 
Ну, самсу тоже не везде хорошо делают. 
Попробуйте olot somsa, вы просто офигеете от вкуса",0
4474,а где это такое попробовать?,0
4490,"простите, так кроксы тут где нибудь продают?",0
4505,"всё верно, как сделать так, чтобы айти бизнес тут осел? просто обкормить работяг, чтобы не могли ходить",0
4506,"А нужен официальный завод кроксов в Узбекистане? Тот самый, знаменитый?",0
4510,где?,0
4511,"Если прогрммер не сможет ходить , он не уйдет?)))",0
4513,у вас в офисе не принято носить велюр?,0
4518,ват?,0
4534,а вы каким кремом их мазали?,0
4563,эээ а что я видел 2 месяца назад тогда?),0
4568,"Может кто-то посоветовать, куда сводить ребенка субботним утром?",0
4575,Там что-то работает утром?,0
4576,"А во сколько утром, то?",0
4585,Аквариум?,0
4618,в каком районе посоветуете снять квартиру айтишнику релокасанту ? бюджет до 1к$,0
4629,А скок вы платите если не секрет и за сколько комнат?,0
4642,ну то есть нет ит-шного района условно ?,0
4690,"Друзья, видели фаундера московской paperplanes, который раздает интервью местным СМИ?


""90% экспатов — это люди, которые не нашли себя в родной стране""

""Те, кто панически убегают [из родной страны], редко привозят с собой большую экспертизу""

""Компетенции этих людей мало известны на их родных рынках и на мой взгляд, их созидательная роль сильно преувеличена. Действительно, есть хорошие специалисты, но как мне кажется, они не идут путем релокации""


Узнали? Согласны? ))",0
4722,"Ну а если не нужны, тогда какие претензии к компетенции туристов?",0
4723,А где претензии то?),0
4728,"Ребят, а кто здесь на какой должности работает? 

Я бывший Java разработчик, а сейчас Technical PM. Плюс занимаюсь немного лоу код автоматизацией и Hr-консультированием.",1
4735,Ты на какую-то компанию работаешь?,0
4737,"Какую, если не секрет? И как тебе в стартапах?",0
4744,А ты где работаешь?,0
4747,И как здесь ИТ отрасль? Я приехал и ничего нагуглить не могу. Это потому что на русском запрос делаю или на узбекском тоже мало пока ресурсов?,1
4748,Расскажешь потом? =),0
4758,"В этом и есть весь консалтинг: отвечают на вопрос ""что делать?"" И умалчивают про ""как делать?"" 🤓",1
4767,"Имеет смысл идти туда человеку, ни бельмеса не понимающему по-узбекски?",0
4773,Подскажите плиз где находится?,1
4791,"Подскажите плиз, есть ли какие-нибудь варианты пополнения визы/мастеркарда от Капиталбанка со счета РФ или через крипту? 

Знаю только про перевод свифт, есть ли другие варианты?",1
4793,"Коллеги, здравствуйте. Хочу попросить привести 27"" монитор знакомого из Москвы. Такое возможно вообще? В салон самолета пустят? На таможне не будет проблем?",1
4798,"Спасибо!

1. Через Мир я могу отправить только рубли? Или доллары/евро тоже? Если отправляю рубли, то зачисляются доллары по курсу цб Узб?

2. Через корону я могу зачислить сразу доллары, если отправка в долларах?",1
4799,Спасибо! А вывод из бинанса через р2р или обычный вывод на карту проходит?,1
4802,"Вчера столкнулся - пополнил из Тиньков счёт в Ипак Йули и хотел конвертнуть в валюту, но мне в техподдержке сказали конвертация нерезидентам недоступна. Подскажите, в других банках такая же история?",1
4806,"Ага, вижу в р2р - 3.3% потери получается. Отправляю 100 usdt, получаю 96.7 usd в капитал банк

А как можно посчитать курс конвертации по первому варианту? Я отправляю через Мир рубли и здесь получаю доллары на Капитал",0
4813,"Но для этого нужна карта в сумах, то есть Humo или Uzcard?",0
4815,Для этого счёт в капитал нужен?,0
4831,"Спасибо за помощь! То есть оптимальный вариант:

1. Открываем визу + узкард
2. Usdt -> узкард в сумах
3. Узкард -> виза?",0
4833,"🤔

Мне она нужна как раз чтобы заграницей ей можно было пользоваться, какой от нее толк тогда?) может быть там инет платежи надо включить + платежи заграницей?",1
4842,а как переводили средства?,0
4847,в какой прилаге?,0
4853,wise?,0
4863,В кабине? На регистрации ничего не сказали?,0
4872,90 это местный формат номера?,0
4879,7 последних?,0
4892,А не судьба зайти в приложение Ипак и там оплатить?,0
4900,Парни вы точно айтишники?),0
4904,может потому что карты сум нет?,0
4930,"оплачивай чо хош. счета какие хош, ип? - держи ип",0
4950,А кстати. Здесь есть какие-то сетевые магазины электроники? А то все на Малику отправляют. А там… Давно я в таких местах не был...,1
