id,text,label
1623,"Спасибо за развёрнутый ответ.
Про паспорт: где можно быстро сделать?",1
1681,"Добрый день. Нужны блокчейн/solidity/rust разработчики. Можете кого посоветовать, кто в Ташкенте?",1
1782,Кто-нибудь в курсе какая зарплатная вилка у Java разрабов уровня middle в Ташкенте? На что стоит ориентироваться?,1
1803,"Здравствуйте. Подскажите, может есть кто из присутствующих кто столкнулся с проблемами подключения впн и прокси? Может кто-то может помочь мне?",1
1817,Привет! Когда и где?,1
1831,"Всем привет. Подскажите, пожалуйста, какая вилка зарплат у middle frontend в Узбекистане?🙂",1
1846,"А пробовал кто-нибудь ShadowSocks? Говорят, даже китайский файрвол прошивает, а DPI вообще не по зубам",1
1875,"Ребят привет. Завтра нет у кого желания скататься утром на пол дня в Grace garden ? На такси 30 мин 25000 сум, тапчан 100000 сум целый день, не знаю только как он выглядит. Взять топчан у басика повалятся , по желанию можно и ноут взять и поработать )
Если что пишите.",1
1932,Где посмотреть список ИТ митапов и мероприятий? Где обычно проходят? Какие площадки и формат?,1
1935,"А как насчёт площадок, может у какой то ИТ-компании есть конференц зал или какие то организации предоставляют недорого или за движение?",1
1985,"А в Аструме не были? Они чуть далековато, но там классно, и могу поговорить с владельцем о цене (вплоть до бесплатно он предлагал, если интересное что). Плюс университеты - Инха, Амити.  Если что то совпадающее с нашим стеком, или общее, можно у нас. Там точно бесплатно будет :-)",1
1991,"ИТ-Парк это прекрасно. Однако должна быть жизнь и без ИТ-Парка. 
Любая компания с минимальным стратегом в руководстве задаст себе вопрос, а что будет если ИТ-Парк изменит условия. А откуда мы будем брать сотрудников? Какой у них опыт? Часто в ""ИТ-Парках"" сидят уже серьёзные компании, которым нужны опытные. А где взять опыт? В России много маленьких компаний, которые берут студентов и джунов, обучают их и дают опыт, через несколько лет они идут дальше или развиваются внутри компании. Такие компании обычно не нужны ИТ-Парку. Вот тут получается вакуум, который мне пока не понятен. 
Я как сотрудник, задаю себе вопрос, а что будет если мне не понравится у резидентов ИТ-Парка. Где я буду работать? Смогу ли открыть свою компанию или работать удалённо? С кем я буду общаться и кто будет работать со мной? 
Думаю, у каждого разработчика из РФ есть друзья фрилансеры и прочие диссиденты или дивергенты. Которые ушли из компаний и открыли свои компании или стали работать на международном фрилансе/контракте. 

В результате, большое комьюнити и множество маленьких компаний развивают специалистов, которые будут интересны крупняку в ИТ-Парке.",1
2251,"На счет оплаты, видел как в магазине через payme с телефона сразу через какой-то штрих код платил, так везде в супермаркетах можно? или в избранных?",1
2585,"Всем привет. Кто как решил вопрос с медицинской страховкой? 

Кажется, что если живешь больше двух месяцев покупать русскую туристическую не самый правильный вариант",1
2722,"подскажите, а на 1000 долларов можно прожить одному человеку (включая сюда и аренду квартиры и коммуналку)?",1
2833,Где у нас можно футбол посмотреть ночью? В каких пабах/кафешках,1
2904,"АйТи парк работает сегодня, кто знает?",1
2916,"Добрый день. Нужно распечатать документы. Работают ли сегодня какие-либо конторы, которые помогут это сделать?",1
2995,как удобнее всего пополнить карту Йпак Юли Банка с российской карты? через золотую корону? или ещё есть какие-то способы?,1
3073,"Ребята у вас кроме еды и.т.д другие заботы есть? :) 

Кунг-фу панда отдыхает уже 😁",1
3250,Добрый день! Представляете в каком плане?,1
3265,"Ребят, где можно купить криптовалюту в Ташкенте? Могу поменять свои доллары 1 к 1 на ваши usdt",1
3410,"Столкнулся с проблемой связанной с симкартой, я по прилету оформил туристический тариф в мобиуз который, как оказалось, действует всего 90 дней. В техподдержке сказали что без внж нормальную не туристическую симку нельзя оформить. К телефону привязан как минимум аккаунт в банке. Кто нибудь сталкивался с такой проблемой? Можете проконсультировать, уточнить?",1
3422,"С регистрацией на полгода оформленной через арендодателя можно норм симку оформить? И как быть с имей, заново идти привязывать номер телефона новый?",1
3782,Сколько такое удовольствие стоит? Чтобы хотя бы сориентироваться 🤔,1
4097,"Всем привет. А если пожить в Узбекистане 95 дней по временной регистрации в съемной квартире и на недельку съездить в другую страну, то потом впустят обратно в Узбекистан?",1
4099,"А таможне приходилось что-то объяснять? Я так понимаю безвизовый лимит для граждан РФ это 90 дней за период в 180 дней. То есть таможенник посмотрит на штампы в паспорте и скажет, что лимит достигнут.

Если у тебя временная регистрация, то можно жить, пока она действует. Но при выезде за границу временная регистрация автоматически расторгается",1
4169,"Всем привет. Арендодатель сказал, что для регистрации в налоговой нужна флэшка для ЭЦП. Обычная флэшка подойдёт же для этих целей?",1
4185,Всем привет. Есть желающие отметить окончание рабочей недели?,1
4230,"Ребят, а сбор-то сегодня где-то будет? Про бар какой-то разговаривали…",1
4264,"А может кто-нибудь знает, где здесь можно гитару найти напрокат? Или просто приехать поиграть? Своя дома осталась. А руки чушутся и голос рвется. Особенно по пятницам. =)))",1
4284,"Ребят, а есть кто из нас команды по разработке мобильных приложений?",1
4335,а что за темы? где можно почитать?,1
4414,"Есть кто в велосипедах разбирается? Хочу купить завтра. Вес сбрасывать) вопрос - что лучше, алюминий или сталь? Для рамы",1
4728,"Ребят, а кто здесь на какой должности работает? 

Я бывший Java разработчик, а сейчас Technical PM. Плюс занимаюсь немного лоу код автоматизацией и Hr-консультированием.",1
4747,И как здесь ИТ отрасль? Я приехал и ничего нагуглить не могу. Это потому что на русском запрос делаю или на узбекском тоже мало пока ресурсов?,1
4758,"В этом и есть весь консалтинг: отвечают на вопрос ""что делать?"" И умалчивают про ""как делать?"" 🤓",1
4773,Подскажите плиз где находится?,1
4791,"Подскажите плиз, есть ли какие-нибудь варианты пополнения визы/мастеркарда от Капиталбанка со счета РФ или через крипту? 

Знаю только про перевод свифт, есть ли другие варианты?",1
4793,"Коллеги, здравствуйте. Хочу попросить привести 27"" монитор знакомого из Москвы. Такое возможно вообще? В салон самолета пустят? На таможне не будет проблем?",1
4798,"Спасибо!

1. Через Мир я могу отправить только рубли? Или доллары/евро тоже? Если отправляю рубли, то зачисляются доллары по курсу цб Узб?

2. Через корону я могу зачислить сразу доллары, если отправка в долларах?",1
4799,Спасибо! А вывод из бинанса через р2р или обычный вывод на карту проходит?,1
4802,"Вчера столкнулся - пополнил из Тиньков счёт в Ипак Йули и хотел конвертнуть в валюту, но мне в техподдержке сказали конвертация нерезидентам недоступна. Подскажите, в других банках такая же история?",1
4833,"🤔

Мне она нужна как раз чтобы заграницей ей можно было пользоваться, какой от нее толк тогда?) может быть там инет платежи надо включить + платежи заграницей?",1
4950,А кстати. Здесь есть какие-то сетевые магазины электроники? А то все на Малику отправляют. А там… Давно я в таких местах не был...,1
5160,"Человеческий фактор везде присутствует. С арабами работали когда нибудь?) Они предпочтут европейца или американца или араба вместо вас, даже если вы на голову лучше него. Или соглашаетесь на ЗП ниже европейца.",1
5163,"есть кто-нибудь из знакомых, у кого оптом можно регалии купить? 😉",1
5473,"Всем привет, кто подскажет, как обстоят дела с пребыванием в Узбекистане? по паспорту рф это 60 дней, до этого срока можно въезд-выезд проделать, чтобы ещё на 2 месяца остаться?",1
5509,"кому интересно вместе снять дом в горах на месяц или два? поковоркать, похайкать, где нибудь в сторону Газалкента",1
5516,"Всем привет. Подскажите пожалуйста нужна карта в usd, для apple pay. Какой банк посоветуете? Пополнять планирую с карты мир",1
5674,где? hh дают плохие отклики  - но хоть радует что их очень много,1
5701,Всем доброго вечера! А есть среди нас копирайтеры и контент менеджеры?,1
5708,где выбор винишка есть? в легионе вообще ничего нет(,1
5935,"Имелся ли у кого-то опыт корпоративного обучения ? То есть, был ли кто-то преподавателем?",1
6108,без местного инн можно купить? закидывать откуда можно денег?,1
6160,"Мне внезапно стало интересно. Ведь существуют какие-то способы сменить IMEI на Андроид-смартфонах? На некоторых gsm-модемах такое точно есть.
В теории это помогло бы обойти блокировку аппарата без регистрации в Uzimei?",1
6273,"Приветствую.
Подскажите пожалуйста, я правильно понял, что здесь (в Ташкенте) нет в банках поддержки мультивалютных счетов (сум, доллар, евро), с выпуском единой карты (виза, мастер) под них?
А еще, подскажите плиз, местный TBC на сколько нормальный? Комиссия за снятие в неродных банкоматах, сколько процентов?",1
6276,"спасибо, а не подскажите в каких?",1
6419,"Почему в Узбекистане не работает нормальный платный NordVPN но работает лагучее говно с кучей рекламы из Play Market?
Кто-то может мне это объяснить?",1
6584,"Привет всем. У меня вопрос, что удобно для начинающего айтишника пк или macbook pro?",1
6585,Или для учебы айти наверно надо macbook? кто знает посоветуйте пожалуйста,1
6631,Кто нибудь знает про создание mobile app которое единственное что делает - открывает 1 веб страницу?,1
6653,"Ребят, а виртуальную карту HUMO сейчас нельзя получить? У меня есть аккаунты в Апельсине и в Капитал банке. 

В отделении сказали, что можно в приложении, но я что-то не могу найти где это делается",1
6801,"Узбекистан - стерильная зона без инфоцыган? 
Вообще Growth Hacking нормальная и популярная методология в узких кругах и я повёлся на заголовок. 
А оказалось, что там про психологию вообще будет, хотя не знаю на самом деле, я же не поехал.",1
6804,"Если сходить на эту конфу, то можно ли после этого назвать себя сеньором?",1
6833,"Ребят, а кто-нибудь оформлял карту в анорбанке? Какие документы они просят? Позвонил на горячую линию, говорят, что ВНЖ обязателен, так ли это?",1
6929,Всем привет! Есть потребность в открытии компании в Узбекистане. Кто может с этим помочь? Сколько стоит и как долго открывать?,1
6946,"Понял, однако нужен контакт)
Куда обращаться то? Есть телеграм конкретного юриста?)
It park - это кто?",1
6984,А при чем тут третьи лица? 🤔 Типа сигнал блочить могут?,1
7002,"Вопрос безопасности в регионе, пока это опасно- стратегически - кто мешает илсамистам радикальным или талибам свои сети делать, минус от электронной связи - деньги чем компенсировать?",1
7113,"А где лицензию на интернет без ограничений выдают?  У меня друг не может работать, корпоративная сеть не подключается, сторонние VPN ставить нельзя по требования безопасности в компании, улетит в понедельник из-за этих ограничений 🙂 Так можно много айтишников потерять. Или в ИТ-Парке можно?",1
7189,Где можно сейчас заказать плов?),1
7197,А доставка там ночью есть? И сколько стоит,1
7226,"Друзья, привет. До меня дошли слухи, что сегодня утром была некая конфа на тему Agile, PM, и т.д. Где можно увидеть анонс, кто это проводил и где?",1
7233,"GDG, насколько я понимаю, проходят исключительно на узбекском, не так ли?",1
7248,"А университеты не рассматривают варианты онлайн обучения? Есть достойные российские онлайн курсы. Например, системное администрирование оборудования Микротик с получением официального российского документа о повышении квалификации или набор курсов в одной школе по созданию виртуальной инфраструктуры, кубернетес, создание отказоустойчивых кластеров и прочее. Очень практические курсы со скриптами на git hub.

Я думаю если обратиться в эти или подобные школы, то можно быстро поставить обучение молодежи на поток.",1
7269,"❓ Подскажите пожалуйста где в Ташкенте есть рок кафе какое нибудь хорошее? Чтобы музыка правильная была, в идеале живая",1
7270,Всем привет! Может у кого то есть опыт с робот фреймворком для мобильного тестирования? Есть пару вопросов по запуску.,1
7305,"""дадим возможность вести науч деятельность т.к. у него дома такую возможность отрезали. А по деньгам - ну что б с голода не помер"" - это поддержка или эксплуатация?",1
7323,Кто нибудь вкурсе почему Wildberries в Ташкенте оформляет заказы только тем у кого есть узбекский пасспорт?,1
7529,"привет, а центр плова после 15-16 работает? в я.картах до 23х написано) а по факту, кто знает, там поесть можно будет?
p.s. тот что у телевышки",1
7544,Всем привет! Есть желающие сегодня за кальяном составить компанию? Планирую в Timekeeper посидеть на летке.,1
7555,"Всем привет 👋 
Подскажите Навигатор местный приложение по аналогии 2ГИС есть такое в UZ?",1
7580,"А почему в Узбекистан? Тоже вот думаю переехать, какие плюшки кроме хорошей погоды и добрых людей. Как в плане работы в IT сфере ? Какие доки нужны для работы ? 
Какая ЗП ?",1
7628,вопрос какой спрос на разрабов ? дайте сайт где можно посмотреть актуальные вакансии?,1
7644,Привет! А что на встречах обсуждаете ?,1
7655,"про гастеров это стереотип ? какого быть на нашем месте ? 
Как в РФ к приезжим относятся и как тут есть разница ?)",1
7656,"Я зашел в местный тг канал айтишников, там каждый кто выучил язык программирования очень хорошо - считает себя сеньором… есть кому 21-22 года и тут они типа сеньоры, спрашиваю: а работаешь где? Отвечает: пока нигде",1
7664,"Народ, всем привет. Как выгодно звонить из Узбекистана в Россию? Заранее спасибо.",1
7677,"Всем привет. Помогите советом. У меня большой опыт в сфере транспортной логистике, но мир меняется... хочу продолжить развиваться в логистике, но в сторону айти ... какой язык или что лучше изучать ?)  Анализ, автоматизация больше интересует ( наверное)",1
8054,это вообще для всех граждан РФ или есть тонкости?,1
8166,Здравствуйте) Не подскажите каналы где можно выложить IT вакансии?,1
8212,"вы мне лучше подскажите, сервисы для бухгалтерии есть - как в рф, типа кнопки? ничего не гуглится",1
8305,Кто-нибудь знает чем отличаются билеты кроме цены?) описание одинаковое. uzairways,1
8357,"Кстати я как то раз зашел в кафешку где официант вообще ни слова по русски не понимал. Заказал там самсу, довольно интересная была со слоеным тестом, и долго пытался объяснить что хочу соус. В итоге он мне принес не обычный соус, а свежесбитый в блендере помидор с луком укропом и черным перцем. Это было просто обалденно вкусно к самсе) 

Теперь не знаю как такое ещё раз попросить, приносит обычный соус теперь. Не знаешь как называется типа соус только свежеприготовленный?",1
8463,а почему мало где подают - айран и катыг? тут тоже всех ан колу подсадили,1
8606,"Всем привет. Очень нужно найти рис басмати, кто нибудь знает где его купить можно?",1
8616,"Друзья, перевод в долларах с карты на карту от резидента нерезиденту возможен? Помню было обсуждение. Если да, кто-нибудь может помочь 15 долларов конвертировать, ч скину сумы. На банк нужно 2 часа.",1
8663,"Ребят, а есть ктото в районе ойбека (точнее ул. Т. Шевченко)? какой у вас провайдер - чтоб устраивал по цене-качеству? у меня нетко, и это тихий ужас. (мне его подключили без моего ресерча, поэтому пока он ).",1
8672,"нетко это чистое зло, чистое. Знаете как работает? 5мин есть интернет, 5 мин - нету. И так третий день. Звонила в поддержку- грят у вас все хорошо и у нас все хорошо. (это я уже смирилась с тем, что при обещанных 20мбт вечером, дают едва ли 8 😡)",1
9014,столько есть невозможно))) кстати где аналог окрошки-довги? почему нигде нет холодных супов,1
9176,"кстати - если на долго буду приезжать, есть ли доставки по калориям и кбжу - как левелкитчен тут?",1
9320,"кто-нибудь пользовался Mi Display 34""? Есть какие-то минусы?",1
9386,"Ребята привет!
Планирую переезд из РФ в РУз. Ищу работу. Специализация - менеджмент в сервисном сопровождении пользователей кассового ПО (ритейл) и банкинга. Подскажите в РУз реально найти что-то по моей специализации ? И чтоб платили 1000$ как минимум ?
В местные крупные сети ритейла\банков резюме закидывал, в ответ тишина.",1
9413,"что именно делать ?
сервис не нужен или платить по рынку за него не хотят ?",1
9597,"всем привет, подскажите пожалуйста куда ехать за фильтром для бассейна? Сезон купания начинается!)))",1
9745,Кто-нибудь пользовался такими?,1
9888,"Привет Коллеги, кто знает можноли квадрокоптер завести в Уз?",1
9899,Подскажите про ковид сертификаты. Если есть действующий но там дата вакцинации год назад а болезнь в августе. По российским законам он действующий год после перенесенного заболевания. Пойдёт такой сертификаткт знает?,1
9918,"Друзья есть ещё вопрос, кто знает сколько дней можно без регистрации прибывать на территории РУз?",1
10070,"Коллеги айтишники и особенно СЕОшники компаний, если есть такие тут.

Кто открывал резидентство в АйТи парке, можете скинуть образец бизнес-плана, пожалуйста? 
Какой-то Word с точными пунктами если есть.

(ПС. на сайте парка PDF с общими требованиями изучил уже)",1
10076,"Добрый день. Подскажите, пожалуйста, может кто-то тут столкнулся с проблемой подключения к pptp серверу?",1
10100,"всем привет!
люди добрые посоветуйте пожалуйста интересные что нить для курсовую работу (код буду писать  на java) ?
количества идеи без ограничений !",1
10190,"Я предполагаю. Что если все в Ташкенте платят программистам 300¢ в месяц, то Epam легко заплатят 330¢, чтобы не сомневались в успехе, как ещё выполнить задачу по росту в два раза до 3000 сотрудников к 2023 году?",1
10317,А там расходы на жизнь какие?,1
10607,"Всем привет! Подскажите, пожалуйста, чтобы получить it визу нужно устраиваться в местную компанию? Или можно как-то ИП местное открыть с помощью этой визы и работать с забугорными компаниями?",1
10741,Никто не знает где офис узонлайн около Дархана есть?,1
10747,Кто-то скорую или врача вызавал уже? Знаете куда обращаться в экстренных случаях по медицине?,1
10810,"а как сделать, чтобы сессия на арче поднималась, а не на gpon? что там отключить/включить? или ссылочку если есть. Был бы благодарен",1
10881,А кстати что с играми? Легально купить можно?,1
10958,"Ребят, а есть у кого-то хороший знакомый маковед? 
Задача - проверить купленный с рук макбук, по железу и не ворованный ли. Привезу куда нужно, оплачу сколько нужно.
 (Я его сама прогоняла утилитами, но мало что поняла. Ошибок не выдавал вроде).
Это моя вторая попытка здесь, первый мак заорал, что его украли через МЕСЯЦ пользования. Я подцепила на эппл айди  его, айфон его видел, но вот так вышло 😫. Потом выяснилось что надо было обз заходить с макбука на айклауд, а я не знала тк первый раз пользовалась им. 
Важно - чтоб был именно специалист сервисник по макам, т.к. гарантия всего две недели и я очень хочу спать спокойно.",1
11092,"У кого-нибудь есть опыт вывода денег из апворка в Капиталбанк? Дважды переводил в апреле, деньги поступали в течении 5 дней. Перевел неделю назад - до сих пор не поступили.",1
11110,"Уважаемые, я что-то в Apelsin не могу больше на узбекскую Visa купить доллары, что за нововведения? Говорят, только для резидентов",1
11185,"Кто нибудь изучал вопрос оптимальной юрисдикции для ""digital nomad""? 
Страна одновременно сочетающая низкий налог (<5-10%) и при этом имеющая нормальные надежные банки, где иностранцы могут открывать счета?
Типа  но без сопутствующих граблей, в виде того, что она не гарантирует что эстонский банк откроет вам счет итд итп.",1
11205,"Всем привет еще раз. Подскажите, кто-нибудь сталкивался с необходимостью маскировки ip для работы через корпоративный vpn? Если да, как выходили из положения? У меня работодатель сегодня спалил ip, ругался. 
Я пока вижу выход только в том, чтобы настроить собственный vpn через РФ, openvpn, например. Но не уверен, что это поможет.
Попробовал еще с Express VPN (у него российских серверов нет, пробовал на других), но он сам подключается только «поверх» корпоративного, не наоборот.",1
11265,"Всем привет! Подскажите пожалуйста, окромя hh и айти-маркета у нас где-нибудь можно найти сильных разработчиков? Не джунов",1
11408,а какая может быть причина? что можно делать плохого? caller-id и так подменять можно,1
11419,"Всем привет! Подскажите, пожалуйста, как вы переводите в Россию рубли, при этом получая доход в долларах на карту узбекского банка?",1
11429,Третий пункт не выполним при нахождении в России. Есть ли альтернативы?,1
11490,"всем привет
кто-нибудь работал на Upwork?
как вывести деньги на visa карту? через PayPal не получится, так как в Узбекистане его нет",1
11497,"Всем привет!
Кто-нибудь пошел в итоге на митап в Impact.t? Сижу сейчас тут, первая лекция была ну совсем базовая.",1
11735,"Всем привет. Сегодня в проженит Апельсин курс при переводе из РФ 115 сум за 1 руб. Это процентов на 40% меньше чем несколько дней назад. Колибаний курса особого не было, в чем дело не понятно. Пожалуйста подскажите есть ли альтернатива для мгновенных переводов из РФ на сумовую карту открытую в Капиталбанке?",1
11850,"Всем привет ещё раз!
Кто-нибудь настраивал Wireguard на vps? Я грохнул вчера весь день. Подключение происходит легко, интернета нет при этом ни на одном из устройств. Пробовал и инсталлеры разные, и руками настраивать - результат везде нулевой. Кто-нибудь с таким сталкивался?",1
11876,А какие игры установлены? Другие можно установить?,1
11921,"Раз уж про ноуты разговор. Эппловские ноуты типа такого нормально для работы  ? Или можно купить что-то такое же мощное, но дешевле, раз без яблочка на крышке?",1
11987,"Звучит круто. У меня последняя прошка на интел была. Я правильно понимаю, что М1 добавляют удобства по интерфейсу, но на быстрожействие оси не особо влияют?",1
12287,Добрый день. Вопрос больше у местным : какая вероятность того что вчера украденый телефон сегодня появится на барахолке Янгибаде или на Чорсу?,1
12289,"Душа не может смирится с потерей и требует действий. Если я поеду на Янгибад, то есть шансы у европейской женщины разговорить местных продавцов? чтобы они сдали места где краденое продают? Или это всё зря?",1
12308,а там можно в огрызкоклауде где то включить Find my phone?,1
12389,как можно отследить выключенный телефон? разве что если его положили там же где и выключили,1
