question,class,label
"Девушки, помогите, пожалуйста. Возможно вы знаете, где можно купить планшет или ноутбук? Заранее спасибо!",1,1
Может у кого-то есть знакомые с местной картой? Помочь вывести,1,0
кто ? ),1,0
"Девочки, где годик отметить? (( Хочется на природе, но боюсь с погодой. Детские комнаты не интересны, т.к. , видимо, доча одна будет из детей, одни родственники. Может есть варианты с беседкой где можно свалить в помещение?)",1,1
Так может лучше из шприца физраствором? Соль то едковата все же,0,0
"Соседи, доброе утро.
Как обычно, нужны эксперты из чатика.
Сделали перепланировку.
Подали все необходимые документы в Росреестр с новыми данными и новым техпаспортом.
Но в выписке ЕГРН на главной странице площадь старая. Кто опытный, как это чинить? И поэтому стоит отментка, что данные ""актуальные неподтвержденные""",1,1
А типо вкладку листнуть и сразу человек изменится? Ты сейчас реально туповат стал или играешь хз зачем,1,0
Кто в первой стоматологической поликлинике в солнечном лечит зубы? Посоветуйте там стоматолога.,0,1
У вас срок поверки подошёл? Вызывали или внезапно?,1,0
"Ребята, привет! Кто есть с 1 го корпуса? У вас есть горячая вода,",1,1
"С кем я сейчас разговариваю? Патрисия, это ты?",1,0
"Девушки, здравствуйте! Подскажите, пожалуйста, можно ли пить АЦЦ на ГВ? Не могу понять. В интернете написано можно, на е-лактации тоже можно, а в инструкции нельзя(",0,1
"Девочки Кто хочет Лулу себе? Это заряженный оберег с натуральными камнями, вплетаемый в волосы при вплетении можно заложить запрос или намерение, загадать желание. Носить можно 2-3 месяца, потом вплести повторно, если будет желание одна есть в наличии, и также могу сделать на заказ, индивидуально подобрать камни под ваш конкретный запрос",1,0
Че идём нет? Утром?,1,0
"Вот и у нас такое же, от брата досталось, смотреть страшно.
Спасибо за совет! 
А куда отдавали? В снежинку?",0,0
вот и я о нем подумываю ) а где это находится? какая стоимость?,0,0
"Девчонки, кто в беременность мучался с судорогами?( что делали или вообще на что обратить внимание? Впервые столкнулась с этим и на одной ноге , постоянно как будто тянет и в напряжении. Утром пока не расходишься, тупая боль в мышце(",1,1
"Есть желающие поучаствовать в распродаже? 

Выходите)))",1,0
"Девушки, кто с нами отмечать 8 марта на Нуса Пениде? Снорклинг, супер весёлый и заботливый русский! гид на авто покажет нам лучшие локации острова! Все включено, не нужно ни о чем думать На два дня!",1,0
"А, пробовали? Приезжали?",1,0
"Девчат, привет
**Может кто отправлял открытки с Бали в Россию? Что по стоимости и как правильно адрес писать чтобы не ошибиться?**",0,1
"-Алло, это пожарная? 
-да! 
-у нас огонь! 
-все огонь?
-да! 
-хорошего вечера",1,0
"Опытные мамы, подскажите)) отселение в свою кроватку может поспособствовать самостоятельному засыпанию? Купить ""взрослую"" кровать и сказать, что ты теперь большая, будешь спать здесь. Или наоборот, лучше сначала научить ребенка засыпать самому, а потом отселять? Сейчас ребенок с нами спит",1,1
"Мы лежим в больнице, ребёнка капают. Рвоты нет, только понос. Ребёнок на груди. Но вот говорят допаивать смектой и водой. А до 6 месяцев воду нельзя? Смекту на молоке развожу. Не знаю правильно ли?",1,1
"Заманчиво, но он точно обеспеченный и бездетный? И в каком банке?",0,0
Вторая волна будет? Выходить прям хочется,1,0
"В тему паспортов и детей, подскажите, в какой организации сейчас вписывают ребенка в паспорт и заверяют печатью? Несколько лет назад вписывали там же где прописку делали, но сейчас прописку делали в другом месте и там не в курсе",0,1
И что они при виде забора не будут никатин употреблять? Еще и курящие в окно соседи при виде забора перестанут курить? И кидать окурки на балкон,0,0
Девочки нет знакомых балияк которые желают массаж лица ? Улувату может кто-то знает,0,1
Собачники есть в чате? )),1,0
"Погодите, если вы метро не пользуетесь, как вы можете идти в мак… к этим смертным…? А вдруг там бичи из ОП работают, которые с крысами в обнимку спят…",0,0
"алло, это бордель? можно мне мамашу мая и побыстрее пожалуйста",1,0
"А в августе придёт за август? Или ждать потом за август только в сентябре?
По аналогии как с детскими до 1,5 лет. Первую выплату делают в течение 10 дней с даты. А потом за текущий месяц только в следующем",1,1
"Это не подписанные указы без гербовой печати??? Да , я смотрел их
 Ржака",0,1
"Девчонки привет, при  гсд реально заранее кладут в роддом? А если сахар в норме, но врач говорит если хоть раз поднялся, то всё ставят диагноз гсд и заранее в роддом дают направление кто был уже по практике, можно писать отказ ? Или вообще что было с Вами и малышом перед пдр ",0,1
Ты это к чему? Сарказм или что?,0,0
"Девочки , подскажите, где можно купить крем для депиляции??? Пользуюсь только ими",1,1
"Наверняка. 2 или 3 недели как не кормлю
Тоесть надежда есть? Готова ждать.....",1,0
"Добрый день) мамы, у кого нет помогающий бабушек, как решаете вопрос с постоянными больничными? Я три недели работаю, неделю на больничном) помогать некому) может есть какие то лайфхаки которые мне в голову не приходят
С коллективом отношения хорошие но не думаю что надолго) работы и так выше крыше, практически живём на ней а тут ещё мою работу скидывают)
С кем не поговоришь у всех есть бабушки и дедушки которые посидят, такое ощущение что я одна такая кто ходит на больничный каждый месяц)",0,1
"Помню. Может разные бригады? У 2 к нормальная, а у нас не очень((",1,0
"Мамы мальчиков, подскажите, кому в роддоме ставили водянку яичек, и прошла ли она сама? Или маме нужно что то делать? Слышала, что как то надо яички приподнимать, когда меняешь подгузЧитаю, что к году она обычно должна пройти сама, так ли это?",1,1
"Мамочки, кто есть юристы? подскажите , за кап ремонт все- таки смогут принудить оплатить ? Стоит платить за него вообще ? А то долг за 3 года накопился. Цифры страшные) порываюсь все же начать платить )",1,1
От кого у вас прошивка? От пукинаудукина,1,0
Девочки! У кого-нибудь плесень на потолке была после затоплений? Как боролись? И стоит ли с ребенком съехать пока папа с ней справится?,1,1
"Никто не терял кота? 
Берава",0,0
Кому? Мне?,1,0
"Всем привет. Может быть кто-то подскажет тренажёрный зал в Ницце, куда можно ходить без предъявления бумажек? Если таков вообще существует. 

В крайнем случай посоветуйте пожалуйста спортивную площадку) район Гамбета",0,1
"Девушки, выручайте!)) Где снять беседку, чтобы можно было с детьми, для них безопасно? В поляне рядом обрыв и река, на Якоби дорого, красный дом турбаза - уже занято ((( и ещё вопрос кто-нибудь жарит на даче шашлыки или прям нельзя нельзя?",1,1
а может рабочий стол почистить? тоже диск С,1,1
"В те же средние века не было эгоцентристов, херово работаешь? Дали пропиздюлины
Не слушаешь старших? Пропиздюлины сильнее
Разве что монархи какие-то которых нормальные люди грохнули в революциях",1,0
"Интересно, это не вы, случайно на рэнжике выезжали недавно через пешеходный переход? 

Никогда просто не видела проблемы выехать/заехать при наличии среднего ряда. Поэтому уточнила, но в целом, вообще, вы правы, конечно",0,0
"Дорогие девушки, кто-нибудь знает аналоги индонезийский лекарства ФУРОМАГ ?? Это от цистита ",1,1
"Добрый вечер. Извиняемся за свой шутливый разговор между знакомыми не один год людьми..
Чего хотели? Задавайте вопросы, мы вас ждали.. Вы нам очень важны!",1,0
Всем мамочкам добрый день  кто пользовался духовками с функцией СВЧ отзовитесь? Стоит такую покупать или всё же нужно разграничить эту технику?,1,1
"Девочки, привет! Кто сталкивался, подскажите, пожалуйста, как подать на алименты? У мужа есть ребёнок от первого брака, он платит алименты. У нас родился общий ребёнок. Я хочу подать на раздел алиментов.",1,1
"Всем привет! Беременным не противопоказано грибы собирать? То, что постоянно в наклоне,  ничего не передавливается у плода ?",1,1
"Мамы, успокойте душу! Дочке 9 месяцев, температура с вечера 37 с копейками, ни соплей ни кашля Вялая,капризничает.Недавно вылезли два верхних зуба. Еще лезут? Педиатр после обеда только, едем из деревни",1,1
А что плохого в дистанционном обучении взрослых? Я месяц назад курс повышения квалификации прошла дистанционно) очень удобно) не надо бросать семью и ехать в Москву чтоб улучшить знания),0,1
Здорово! А какая стоимость? Отличная от цены на сайте?  И что если брать ночь в отеле?,1,1
"Всем добрый вечер! У среднего ребенка вроде ветрянка высыпала по телу, по крайней мере сильно похожа. Завтра думаю сгонять в инфекционку показаться. Может ли как-то это отразиться на грудничке? Нам почти 2 мес.",1,1
"Вот тоже беспокоит момент с речью. Сыну 1 и 10, говорит сло 20 (считая звукоподражание).были у невролога сегодня, посоветовала нам вести речевой дневник, чтобы отслеживать прогресс. Поделитесь, у кого когда ребенок заговорил активно? Может какие-то занятия помогли?",0,1
"Вот я удивляюсь, у нас в стране заборов мало? Или вам глаз радуют? Может газоны во дворе тоже заборами обнесем, чтоб как в лучших домах лондОна? ",0,0
"Девочки порекомендуйте топ пиццу? 
Чангу,Семиньяк, Кута",1,1
"Мамы, подскажите! Ребенок наелся шариков, которые в пакетике в обувных коробках? Что делать? Они токсичные?",1,1
"Всем привет 
Возможно кто-то может поделиться походными рюкзаками на 6 дней? 
Или может кто-то продаёт 
Буду очень благодарна",0,1
"Спасибо! А ребёнок как на экг себя вёл? Боюсь,  что мы будем там кричать сильно и не станет лежать. Ребёнку стресс, а результат не информативный",1,0
У вас есть паркинг или кладовка? Когда вас пригласили смс на приёмку объекта?,1,1
Кста зачем вам посох раздора? Типо мне и без него заебись,1,0
"Подскажите как ребёнка приучить спать в своей кроватке, приставной? Нам почти 7мес.спим вместе, засыпаем только с титей. Как от этого мягко уходить? Или ещё рано?",1,1
"Девочки, подскажите, где можно купить шторки на окна не дорогие? Длинные в пол) прозрачные, Не дорогие",1,1
"Лучше все же подвязывать или бандаж? У меня уверсальный, который и до родов можно носить и после",1,1
Девочки в Убуде! Есть ли у кого-нибудь утюжок для волос? Нужен на один день,1,1
"Привет, девушки! Просветите, что у нас с дет.садиками/нянями на Бали? Букит преимущественно интересует",1,1
"Девушки, можно ли ребенка вести в садик если у него сопли?  Заболел 5 дней назад,  температура не высокая была 1 день, все это время сопли и подкашливает из-за соплей. Сейчас никаких симптомов болезни нет, кроме соплей",0,1
А чат про канатную дорогу от Котельников к Меге есть уже? ,1,1
"Чего вы там шифруетесь..? Мы люди взрослые, понимаем.. командировка..., семьи далеко...",1,0
"А вам что важнее: чтобы вам и ребенку было хорошо или чтобы окружающим было приятно на вас смотреть? Это ж не бабкины панталоны в конце концов, просто необычная одежда))",1,0
"Это что-то меняет? Болеют минимум семьями. Из них забирают только тех, кому реально очень хреново.
Ладно, давай не будем тут страшилки разводить. Больные есть, патрули есть, обязанность носить маски/перчатки есть, пропуска есть. Пока лучше не приезжать. Вот честно, посиди до июня хотя бы.",0,0
Шиз ? Какой 0.7.0 ?,1,0
"Добрый вечер.Подскажите пожалуйста назначил гинеколог сдать гормоны кровы ( ФСГ, ЛГ, ТТГ, АМГ, пролактин,эстрадиол, свободный тестостерон+ ферритин и витамин Д). Где лучше сдать? И цены приемлемые? Это дорогое удовольствие? Может кто сдавал) поделитесь пожалуйста",0,1
"Кто знает какие-нибудь Арт мастерские, где учат делать интерьерные картины ? Смолой, например",1,1
Как же туда мусоровоз пролезет...? А ещё и маневр по разгрузке занимает огромное пространство,1,0
"А  зачем тут купили квартиру , зачем живёте ? Вечно всё не так.",1,0
"Фарш? Те же блюда, но с фаршем.",1,0
Птенца?? Их же как мусора,1,0
"Надо, может, жалобу в Роскомнадзор или ФАС за незаконное распространение рекламы? Надо проверить, как это регулируется...",1,1
"Девочки, в саду правда все болеют? Ребенку 1,10, пошли в частный сад, через 2 недели сопли, еще через неделю попали в инфекционку с острой кишечкой и непрекращающейся рвотой. До этого ребенок ни разу не болел. Как тогда работать не понимаю...",1,1
Правда? А то Гугл пишет с 7:30,1,0
"Доброй ночи!  Подскажите, пожалуйста,  президентские/путинские выплаты уже приходили? Я продлевала в марте, из мфц документы об ответе еще не забрала ( хотелось бы знать ждать или нет в этом месяце)",0,1
"Я свою гигу перешивал после четырех пива по этой инструкции, вообще не помню, чтоб встретились проблемы. Мож в этом дело? ",0,0
"У нас сейчас идут с этим счетчиком разборки, когда пришли в УК они офигели, сказали такого быть не может. Мы вызвали техника чтоб проверил счётчик, он только что пришёл , посмотрел и говорит что к вам никто не подсоединён (он это проверил) , и то что возможно это берут так тёплые полы. Получается мы каждый месяц будем платить за одни полы 20 тысяч??? Квартира 2-ка",0,0
Посудомойку отдаёте? А какого размера она?,1,1
"Девочки, может у кого есть знакомые, которые занимаются заменой замков и ручек на входной двери квартиры? Или  может кто делал и посоветовать мастера можете? Муж сейчас ручку сломал, надо срочно менять, а с чего поиски начать даже не знаю ",0,1
А если регидратация нет? Компот по-моему можно,1,0
"Девы, кого кусали мыши или крысы ? Че делали ? Заразные они ? Я без страховки , стоит ли кипишевать ? Достаточно просто обработать или в больницу бежать ?",1,1
"Я просто не знаю, температура от чего, если в груди нет уплотнений может быть температура? (",1,1
"Девчонки, кто-нибудь готовил маски из местных фруктов? Посоветуйте что-нибудь от воспалений для чувствительной кожи:)",1,1
Как дела ? Что делаешь? ,1,0
Где пропадала? Вроде в Маями торнадо не было,1,0
"По фото видео, что мастер начинающий, чего вы ожидали?) 
И какая разница, где принимает мастер? На дому уже давно делают качественнее, чем в салонах  Просто у девушки опыта мало мб, а вы так на неё говорите)",1,0
А если правда на рукавах белой замазкой подписать корпус подъезд этаж? Она же не оттирается. Будет проблема такие сбыть,1,1
"Все эти планы это очень весело, но только пруд наш не просто пруд и как они его так легко засыпят непонятно.речушку тоже что ли засыпят? А потом все это счастье размоет?)",1,0
"Я тоже так хочу  далеко поедете, что бы увидеть? Где лучше видно?",1,0
Девочки! Кому нибудь назначали ингаляции с деринатом? Что можете сказать?,0,1
"Т.е ты приходишь в ресторан и там на вопросы отвечаешь,? Типа того?)",1,0
"Всем привет, можно я разбавлю вашу дискуссию о прививках) и затрону очень интимную и проблемную тему для менякак бороться с геммороем? И анальными трещинамм... Ставила натальсид, толку нет",1,1
"Девочки, как уговорить подругу оставить ребёнка, хочет делать аборт  она болеет вич. С таким диагнозом реально же выносить ребёнка и родить? да кормить грудью не сможет, но это же не так важно",1,1
Как это? Куда? У нас ничего не гуляет и не проминается. Возможно сделан пол с нарушением технологии ,1,0
а сколько стоит школьный обед? в день,1,1
"Койл, койл, койл
Сука прямо подо мною
Каждый рейз наполнен болью
Кричат души на Стокгольме
Зиксиэс и ты покойник
В моём лобби ты не воин
Не рычи, надень намордник
Реквием, тебе хуёво
Койл, койл, койл
Сука прямо подо мною
Каждый Рейз наполнен болью
Кричат души на Стокгольме
Зиксиэс и ты покойник
В моём лобби ты не воин
Не рычи, надень намордник
Реквием, тебе хуёво
Шадоу шадоу финд
Парень без обид
Рейз быстрее чем стампид
Твой Угли фейс уже разбит
Слышь ебучий псих, твой плейстайл – это стыд
И я бля шадоу Финд, ты ебучий психокид
Ты блять кто такой? А? Сука, чо не нравится?
Трипл Рейз в ебло и твоё эго блять расплавится
Твоя блядь на Пос 5, она лает и кусается
Я бля перфект плеер, меня это не касается",1,0
"Девочки, кто-нибудь сталкивался с постельным клопом?  Просыпаюсь каждое утром с укусами, ночью тоже посыпаюсь от того, что чешутся укусы на ногах, но сегодня поняла, что комаров нет...просмотрела матрас, никаких гнёзд нет..единственное - следы в виде чёрных точек на постеле и на полу во многих местах...",1,1
"Есть у кого-то Стим на ПК? 
Если хотите скажу как бесплатно в Стиме играть в террарию",1,0
а что вообще объединяет наши корпуса после сдачи домов? разве это юридически не разные сущности теперь? у нас просто общий стиль домов и так уж получилось единая УК,1,0
"Ребят, вы понимаете, что половина из вас прикалывается, а другая половина на полном серьёзе всё воспринимает? ",1,0
"А есть те, кто не оплатил ещё? У меня рука не поднимается 18 тыс оплачивать)",1,0
А у вас какой участок? ,1,0
"Конверс точно не подделка?  Вообще у оригиналов хорошие материалы, очень их люблю",1,1
"Я делаю в поликлинике.  Мне говорили - ходить 2 раза в год. Хожу сейчас реже. Раньше 2 р в год ходила. Когда дочери небыло. Давно уже не была. Но миндалины и не набухшие. И не беспокоят. Врач сказала - приходите не процедуры. Сдаю перед этим мазок из носа. Зачем хожу, если не беспокот!? Пробок в горле не вижу.",1,1
"Здравствуйте, а по ссылке есть информация о дозировках? Сколько давать детям, а сколько взрослым?",1,1
"НЕМЕЦКАЯ ШКОЛА ТРЕНЕРОВ РУЛИТ 

После того как Челси Тухеля обыграл Манчестер Сити немецкие тренеры стали лидировать в Лиге Чемпионов. Семь раз они выигрывали Лигу Чемпионов. И это лучший показатель. У итальянцев и испанцев по 6 побед. Причем последние 3 ЛЧ брали именно немецкие специалисты. Получается немецкая школа тренеров лучшая в европейских чемпионатах прямо сейчас. Хотите, чтобы ваша команда играла хорошо? Обратите внимание на немецких тренеров.",0,0
"А как узнать что он наложился на босса? То есть эта книга нужна только для дебафа, а не для урона? А в террарии есть маг защита и физическая, или он обе дебафает?",1,1
"Всем привет, подскажите где в Иркутске брать растущий стул? Интернет пестрит объявлениями и разными ценами... На что обратить внимание?",1,1
да да. а точно не болела? у некоторых просто она крайне легко,0,0
"Девчонки привет! Я собираюсь на Бали в ближайшие недели, подскажите пожалуйста, как быть с валютой, в какой валюте лучше везти деньги, или можно и рубли в в рупии перевезти уже на острове? Знакомые говорят, лучше сделать карту Тинькоф, так как комиссия будет меньше. Очень буду благодарна вам за ответ ",0,1
"Инна, здравствуйте, вы не против, если размещу пост здесь о сборе для мальчика с сма? У них осталось всего 3 дня до закрытия сбора.",1,0
"Мамы, подскажите, ходили ли вы на бесплатные массажи от поликлиники? Вам понравились массажисты (не знаю как правильно назвать)? Как вели себя ребятишки? Интересует в первую очередь поликлиника номер 6",1,1
Развесили на Кузьминской? В этом секторе?,0,0
А едите - то как на ночь сами? Как ребёнок? Чтобы до утра хватило сытости? Много сосет?,1,0
"И онлайн как там покупаете? Весной пыталась, ничего не получилось из уценки заказать",0,1
"Добрый день всем, кто нибудь знает на Бали профессиональный магазин для парикмахеров? Решили с мужем ножницы купить, местных хоть стричь от скукии я бы себе голову покрасила мы семейство парикмахеров, застряли тут)",1,1
Тут бравл старс? Или террария,0,0
"Добрый день. Скажите пожалуйста, если у ребенка остаточные сопли 1) как их изгнать? Промывание физ раствором, проветривание, увлажнитель, прогулка. Всё? 2) велика вероятность заразить другого ребенка?
Спасибо ",1,1
"Здравствуйте, подскажите пожалуйста, где можно купить льняную одежду? ",1,1
"А зачем мне быть врачом? Я сужу по людям по их действиям. Меня сейчас пытаются проколоть жижкой те свинособаки, что
1. Спокойно смотрят на эпидемию ВИЧа
2. Очень бодренько порезали онкологию (у меня папка от онкологии умер, желаю каждой халатной обезьяне так же закончить)
3. Сами продолжите, мне лень",1,0
"Девчонки , как думаете тест на овуляцию даёт верную информацию ? Хочу вычислить овуляцию когда проходит)",1,1
