question,class,label
"Девочки,как вы моете голову детям? Нам 1,2 как только мыть голову-начинаю мочить сразу рёв,из ванной рвётся,прям перелазит,на руки плачь стоит капец.. не могу понять что произошло,и хоть убей не могу вспомнить как мы до этого голову мыли🤷🏻‍♀️ но таких истерик не было..я из-за этого итак редко мою ей голову,а сегодня даже намочить не дала.. ниче понять не могу.  кроме меня не купает никто,ничего нового в купаниях не было,вода если попадала раньше на лицо,спокойно было,но сейчас🤯 завтра поеду за козырьком для мытья головы,но сомневаюсь,что доча наденет его🤦🏻‍♀️ как быть,помогите)",0,1.0
"Девочки, добрый день! Кому что помогло от опрелости? На попе прямо мокнущие красные пятна, 2 месяца ребенку. Бепантеном мажу, цинковой пастой, воздушные вынны, а толку нет, не помогает.",1,1.0
"Девчата, кто делал себе ❗️загранник в Джакарте❗️, продлевал или делал новый, как оно там? 
Где можно почитать об этом или подселитесь опытом, плиз?",1,1.0
"Девочки, у кого-то можно купить 3 таблетки от аллергии? 😅 семиньяк",1,0.0
А вы в детстве зафанатели? Или недавно?)),0,0.0
"Уважаемые соседи, а какая аптечная сеть/сети сейчас возят лекарства на дом? Подскажите пожалуйста. Нужно пожилому человеку помочь заказать с доставкой",1,1.0
а можно подробнее? Я новичек в этом деле ),0,0.0
Знаешь про билдерс ворк шоп? ),1,0.0
"Девочки , здравствуйте,  у кого-нибудь есть такая в эл.виде ? Поделитесь пожалуйста",1,0.0
"А как узнать какая? Анализы сдавать? Пока к врачу попадёшь за направлением уже как правило здоровый.
Антибы пить начала тк был ещё насморк и начались боли когда голову в низ наклоняешь, а это уже не хорошо, поэтому решила сразу антибиотики. Пастилки для горла, от кашля солодку пила.",1,0.0
"""Тебе дать эквип на всех механиков? """,1,0.0
"Добрый день всем😊 Девочки, если доча не сидит ещё, стульчик или коляску можно под 45 градусов делать или не желательно?? Нам 5,5 месяцев) просто лежать в стульчике не хочет, пытается усердно подняться или вылезти из него(",1,1.0
"Девочки, всем привет! Подскажите как на Бали обстоят дела с противозачаточными? Лучше все купить у себя? Или кто-то знает хорошие?",1,1.0
"Всем привет, можно я разбавлю вашу дискуссию о прививках) и затрону очень интимную и проблемную тему для меня😔как бороться с геммороем? И анальными трещинамм... Ставила натальсид, толку нет",1,1.0
"А вот если гормональный, то это сильно плохо? Или иногдп можно, типа?",0,1.0
Подскажите как пользоваться ? Инструкция на местном ниче не поняла 😅,1,1.0
через морду нельзя? почему?,1,0.0
"Девочки , привет! У кого детки страдают запорами? Подскажите что делать? Нам почти 9 месяцев, не какаем по 5 дней иногда и больше((((",1,1.0
1.75 ? Это если с хвостом?,1,0.0
"Девочки, где купить алое? 
Говорят в Дельте. Объездила 2 супермаркета дельта и нет ...",1,1.0
"Пожалуйста, прочитайте вопрос мой. Вдумчиво. Вы мне на какой вопрос ответили? На вопрос Как отрегулировать, вы даете совет вызвать регулировщика. Если я поговорить захочу, вы мне порекомендуете проститутку вызвать?",1,0.0
"А что сложного в этом? Охране даже не обязательно сидеть и смотреть на пульт. Могут получать оповещения разными способами во время обходов территории.

Надо бы узнать что там за оборудование, может смогу сделать рассылку всем жителям.",0,1.0
"Мне как пинсионеру поясни,  что ты обвел ? Теперь чуть лучше :) но все равно не допер.",1,0.0
Я? Я тут,1,0.0
Есть кто летит в Москву? Телефон передать...,1,0.0
"А вы делали в МНТК? А правда, что оттуда хируги ушли в клинику на Ядринцева? Или это маркетинговый ход?",0,1.0
"Яна, а какую температуру Вы сбиваете? 37-38? Ребенок плохо переносит?",1,0.0
А в местных пекарнях думаете не сделают из-за формы? Девушка как то постила тут пекарню с офигенскими дизайнами тортов на заказ.,1,0.0
"Почему штат? А не регион, область? Или ты  в курсе что мы колония США по сути? 😱",1,0.0
Который по дороге в Тегалаланг? Спасибо ❤️,1,0.0
"Соседи, кто-нибудь в курсе, внутри суставные уколы препаратов гиалуроновой кислоты можно делать по ОМС? В чайке, где я лечусь, 12,5 тыщ за укол насчитали 😭😭😭",1,1.0
"Ну это вообще не выдерживает никакой критики… Неверные? Вы думаете мигранты, которые здесь пьют, наркоманят и все такое считаются хоть как то верными?)) Не думаю что тут дело в религии. Тем более тот человек, который оскорбил девушку(а с этого все и началось) вообще как я понял армянин, а они как раз христиане?",0,0.0
"На груди? Я ничего не предпринимала и не предпринимаю, болели сильно с мужем не раз - дети нет, а вот наоборот было",1,0.0
"Добрый день! Подскажите, каков порядок действий, если начала болеть поясница? Сдать анализы сначала или сразу к мануалу на приём или к какому-то другому врачу ? Ребёнку год и месяц, боль началась недавно, до этого все хорошо было.",0,1.0
"Соседи, Добрый вечер! Надеюсь на Ваши советы) На окнах стоят клапаны для проветривания. И сейчас при похолодании они начали свистеть. Кто-то с этим столкнулся? Даже если их крутить ничего не помогает. Можно ли их как-то демонтировать, чтобы это было незаметно, т.е не меняя окна?",0,1.0
"Мамочки,уже спрашивали у вас про мультипекари,напишите пожалуйста сколько у вас мощность? Подолгу готовите на них?",1,1.0
"девочки, в мфц же можно выписаться/прописаться в другую квратиру? Или проще это в паспортном столе сделать, очереди дикие в мфц, вчера знакомая 5 часов стоЛа",0,1.0
"Думала конечно про слинг, но скоро мороз будет. Пока я вроде умудряюсь еще выходить с титькой на улицу когда тепло, а потом? Коляска и кроватка - для красоты вещи у всех? И дома спим только на руках или рядом... или пока мы маленькие еще, а потом пройдет?",1,0.0
"Девочки,привет всем!))))
Кто нибудь в последнее время мониторил коврики на пол цветные для деток?? Они еще как пазл складываются,не знаю как правильно называется))) Какие,где, почем и какие камни подводные с ними?)))",1,1.0
"Девочки, пришел сезон мандаринов и что? И как вы живете? И прям вот вообще на ГВ их нельзя?😱",1,0.0
"Спасибо, а что-то типа матрасика или подушки надо? Чтобы лежать могла более  ровно. Перелет долгий.",1,1.0
Ну вот что вы все утрируете?Зачем грызть? Я сделаю замечание и попрошу соблюдать правила,0,0.0
Чем докажете? 🙂,1,0.0
"Доброе утро ,подскажите природные антисептики, где можно купить , или у кого то есть? Очень нужно",1,1.0
"Подскажите, пожалуйста, где в Чангу магазины одежды? Женской, мужской; платья…",1,1.0
"Девочки, что дарите мужьям на день рождение? Ничего в голову не идёт.  Варианты провести время вдвоём не подходят )))",1,1.0
Есть вообще по маникюру кто? Отзовитесь,1,1.0
Работать должно? Был ли вообще смысл его строить?,1,0.0
"У меня телевидение через смотрешку. Недавно пропала функция переключения передач,  не могу включить передачу которая уже прошла (вчерашнюю и тд). У всех такая фигня? Или это моя какая-то проблема?",1,1.0
"Всем привет! Девушки, кто-то заказывал онлайн из H&M? Интересует сколько дней шла доставка и доставляют по указанному адресу или в магазин?",1,1.0
"Не соглашусь абсолютно с тем, что веганство это не свойственная нам культура питания. Где вообще такое рассказывают? Это из той же сферы, вероятно, что и люди - хищники.)

Но этот диалог уже не принесет никакой пользы не мне ни вам. 

Мы живем во времена когда вся информация есть и вся доступна, так что кому нужно тот открывает интернет и изучает.",1,0.0
"Девочки, кто выращивает авокадо из косточки, что делать? Выросла у меня палка см 40 с листьями и что дальше? Можно ей верхушку ей отщипнуть, чтобы в стоооны пошла 🤷🏼‍♀️ и потолще стала?",1,1.0
"Девочки, подскажите есть здесь косметологи, которые удаляют родинки? Благодарю 🙏",1,1.0
Плакать будешь ? 😹,1,0.0
"Косметолог, работающий с биополем? Что я только что прочитала... хорошо, что вы не хирург",1,0.0
"серьезно? мне кажется там столько места, что можно мордой даже выехать

а если бы вашего номера не было, девушка смогла бы выехать 🤔",1,0.0
"Доброе утро.Мамы,у кого детки учатся,или идут в первый класс....везде говорят о дистанционном обучение с сентября,что думаете? Может  кто то писал какие то письма,или знают об этом,? Кто детям 1 класса все будет обьяснять? Вообщем от всего кругом голова🙈Переживаю очень😳",0,1.0
"Девушки, подскажите пожалуйста чем вы руководствуетесь когда отдаёте ребёнка к Татьяне Францевне? К ней прям не попасть, такая очередь. Послушала ее прямые эфиры и 2 день прибываю в ужасе. Этот человек работал в реанимации новорожденных и из опыта ее работы норма когда ребёнок без мамы плачет и не ест ночью а потом привыкает к этому. Ну дети и в детских домах привыкают. Ещё отдельная кровать, запрет груди спящему ребёнку, обязательно пустышка ну и много того что противоречит здравому смыслу и Петроновской. И что удивительно она специалист везде и в прикорме, гв, горшке и тп и к тому же развивашка у неё. Откуда такое желание родителей к ней попасть?😱",0,1.0
"Про няню, допустим, соглашусь.Если мама понимает, что бабушек и дедушек нет, то, очевидно, понадобится няня.А про платные сады и поликлиники не соглашусь.Почему я должна закладывать в расходы платный сад, платную поликлинику, автоняню для школы? Если опеспечение данной социальной инфраструктуры обеспечивает государство или должен делать застройщик в новом районе ( хотя вы скажите, что он никому ничего не должен, но я считаю, что раз обещал, то должен).Даже просто, это какой же доход надо иметь? При планировании ребенка все конечно прикидывают расходы, но водить в платные сады, школы и поликлиники считаю должны тогда, если уж нас обычные не устраивают, кто о очереди не хочет стоять, воспитатель не нравится и т д.",0,0.0
"Добрый вечер.Подскажите пожалуйста назначил гинеколог сдать гормоны кровы ( ФСГ, ЛГ, ТТГ, АМГ, пролактин,эстрадиол, свободный тестостерон+ ферритин и витамин Д). Где лучше сдать? И цены приемлемые? Это дорогое удовольствие? Может кто сдавал) поделитесь пожалуйста🙏",0,1.0
Имеете ввиду в сквере за Политехом гулять? Вроде постоянно там мамы с  колясками гуляют. Может не совпадаете по режиму. Сейчас теплее станет и будет как в центре) вечерами уже так😅,1,0.0
"это все равно, что меня попросят составить надомный план обучения по информатике для ребенка или по ИТ для взрослого. с какго лешего я должен работать бесплатно? вот прайс, вот скидка для соседей. все честно. каждый труд должен быть оплачен, мое имхо. пусть даже по себестоимости",0,0.0
"Наверное, тогда как раз в участок? Но надо бы разобраться",1,0.0
"Всем привет
Сколько раз вообще убираются уборщицы в подъездах? И сколько должны? Кто-нибудь в курсе?",1,1.0
"Девочки, привет!
Подскажите, пожалуйста, где найти красивые массивные серёжки на Бераве? Очень нужно, а времени искать совсем нет((((",1,1.0
а вдруг я зайду а тут продолжение идет? я не переживу(,1,0.0
"Добрый день!) Мамы вы гуляете с малышами на улице,уединённо,не на площадках? У меня нет балкона,дома жара. Свежий воздух ведь полезен для иммунитета. Хочется подышать.",1,0.0
"Вот нашла, но не пойму сколько максимум? Есть ли предел",0,0.0
"Девушки, если тянет икры по ночам это недостаток магния или не обязательно? Бывает раз в неделю, но не прям скручивает, а немного тянут",1,1.0
"Добрый день! Девушки, кто пользовался санками-коляской с видвигающейся колёсной базой? Поделитесь отзывами, пожалуйста)) Насколько удобна и оправдана покупка оказалась?",1,1.0
"Добрый день! Нам 2 месяца, на гв, ночью просыпаемся каждые 2 часа. Подскажите это нормально? Или ребёнок не наедается?днем может спать 3-4 часа не просыпаясь",1,1.0
"Девочки, подскажите с какого возраста детки пьют из поильника и нужен ли он вообще? Или чем-то другим можно обойтись?",1,1.0
"По этой логике для того, чтобы ребенок стал самостоятельным, его лучше сразу сдать в детдом)
А что? Не привыкнет к хорошему и сразу будет знать, что нечего в семье искать хорошее, жизнь боль.

Вам точно это нужно?)))",0,0.0
"Это в декабре было? Мне в январе сказали что не надо самим справку в ФСС брать.... Вот так соберёшь все доки, а в МФЦ ещё и завернут. Спасибо, буду справку заказывать",0,0.0
"Друзья, пцр тест нужно за сутки до вылета пойти сдать или уже получить результат?!

Я запуталась в датах и времени 🙈

Лечу с Бали в Джакарту 8 сентября, в 14.20

Из Джакарты в Стамбул в тот же день в 9 вечера. 

Когда пойти и сдать тест оптимально? 🙏😂",1,1.0
"Девочки, приветик! У меня доча 7,5 мес. ни лежать ни сидеть в коляске не хочет. Выгибается и орет. На ручках успокаивается, поставишь ее тоже стоит спокойно. Как гулять ума не приложу. У кого так было, как гулять ходили? Это пройдет?",1,1.0
"Девочки, во сколько месяцев ребёнок уже должен спать один? Или в своей кровате?",1,1.0
"Девочки, кто был на Гили, скажите, стоит туда ехать или нет? Забронировали там жильё дней на 20. Планировали Новый год там встретить - и пляжи и тусовки все в одном месте . Но сейчас отзывы почитали и закрались сомнения. Многие говорят, что пляжи так себе, вечеринок то и нет, да и в целом грязно и нет смысла. Расскажите что там и как?",0,1.0
Когда? При царе горохе?,1,0.0
"Здравствуйте. Подскажите, пожалуйста, при прорезывании зубов могут течь сопли и слезы? Нам год и месяц,но такого ни разу не было, когда вылазили восемь зубов. Сейчас сверху девятый наверное лезет,хотя десна спокойные. Обильное слюноотделение четыре дня. Чихает. Или всё таки муж заразил. Не знаю что и думать 🤷‍♀",1,1.0
"А ставил/планирует кто-то ставить защиту от протечек? И если да, то какую? :)",0,1.0
"Невролог после трёх лет уже сказала Ну конечно все понятно, ЗРР налицо. До трёх лет акцент на проблемы не делался, пришли на прием раз в год и все. С двух лет мы ходили в школу раннего развития, я там спрашивала когда мой ребенок заговорит? Говорили ждите ждите. Я так поняла потом, что им было невыгодно говорить мне напрямую о проблемах, я бы ушла от них, а это минус по деньгам. Либо педагоги там твои совсем никакие и не понимали что с ребенком проблемы. Это все я обдумывала после постановки диагноза, было очень обидно что никто не подсказал поискать специалистов для консультации и мы потеряли время",0,0.0
??? Летит!,1,0.0
Ей тянка шаришь за альт? 😂,1,0.0
"Знаете, что меня больше всего добивает в 3пк? Лестница! Это же детская поликлиника!",1,0.0
"Что интересует? Продукты? Глобус, зельгрос 
Одежда - аутлет, мега",1,0.0
"А что плохого,если на поляне,где сейчас массово заседают шашлычники будет детская площадка? Без вырубки леса соответственно..",1,0.0
"Девочки, а кто знает швею или ателье? Надо починить пару вещей🙏🏼",1,1.0
"Девчонки, кто-нибудь знает, как перевозить на Бали своих питомцев? У меня кот, хочу взять с собой, но слышала, что с этим проблемы. Что скажете?",1,1.0
"Юевочки после пентаксима сколько времени может темпа держаться? Нам вчера поставили, темпа 38.8, цефекон три раза ставили, что делать еще, ре весь горячий, темпа сбиваеься ненадолго",1,1.0
Держали пару недель из-за пастилы? Я в шоке!!,1,0.0
Ты кто такой? Давай до свиданья,0,0.0
"почему? пока просто куски земли нарезали, под стоительство, а что будут строить хз",1,0.0
"❗️❗️❗️Девочки, привет! У меня к вам вопрос. Нужен хороший специалист маммолог онколог. В Иркутске уже сделали операцию. Результаты плохие. Куда обратиться? Сестрёнка совсем молоденькая, доченьки всего 4 года",1,1.0
"Да... завтра к хирургу идём. На голове вроде нет. Расчесывала голову - не заметила. Но посмотрю.
Ветрянка....это у всех детей? О боги....села читать про ветрянку.",0,1.0
"Здравствуйте, кто-нибудь сдавал отрезанные волосы? Стоит ли заморачиваться?",1,1.0
Она далеко от чангу? Как раз Ресницы ищу,1,0.0
"У меня приложение есть. Вы через госуслуги подавали заявление на дет сад? Мы через МФЦ. И на госуслугах пишет, что заявление ненайдено. Видимо причина в том, что подавали через МФЦ",0,1.0
"Девочки, кто выращивает авокадо из косточки, что делать? Выросла у меня палка см 40 с листьями и что дальше? Можно ей верхушку ей отщипнуть, чтобы в стоооны пошла 🤷🏼‍♀️ и потолще стала?",1,1.0
"А вы почем у него скупи брали? Сейчас написала, говорит старый за 650",0,0.0
"Мамы, кто нибудь знает мастеров по установки кондиционеров? Чтоб и ценник не бешеный и нормально делали?",1,1.0
Подскажите на что влияет вписан или нет ребенок в паспорт у родителей? У некоторых видела вообще просто запись сделана без всякого заверения,1,1.0
"Девочки, сегодня ставила прививку от клеща, спросила про ребенка, сказали с года можно ставить. У кого опыт был? Как переносят?",1,1.0
"Это по Москве? Московская клиника упоминается, что будет выдавать. У нас такого не слышала(.",0,0.0
А ты сама то не нуждаешься в двух ребенках? Я тебе скидку как подружке сделаю,0,0.0
"Соседи, может у кого-то убирают дома? Не поделитесь контактами?",1,1.0
В малекулярке? А в своей пк нельзя вашу поставить? Я так пентаксин покупала и ставила в пк,1,0.0
что если призвал пчелу с помощью личинки и проиграл? Личинка снова появится? Или второй раз призывать придется предметом?,1,1.0
"Жиры с белком едите? Не курица с индейкой, а прям говядина жирная  Или одни углеводы в рационе?",1,1.0
Чё все? Войны нет?,1,0.0
"То есть психическое равновесие мамы, по вашему, вообще ничего не стоит? Только сто тысяч имеют значение для ячейки общества, а все остальное - пыль?",1,0.0
"А что интересует? Площадка? Кто играет? Сетка, мяч? Что именно?",1,0.0
"Вот бывает же мягко садят, да? Буду чупик на готове держать",0,0.0
А чегой то так требования снизились? На бездрелье и шуроповерт - дрель? 🤣,1,0.0
"Скажите,  вы с ралли? )",1,0.0
"Девочки, доброе утро, подскажите где купить на девочку тоненькие носочки летние (как в нашем детстве были), можно даже гольфики? И чтобы цена желательно не 150р за пару была :)",1,1.0
